Births (1-year) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName  Year          Female      Male     Total
SVN      2003            8391      8930     17321
SVN      2004            8860      9101     17961
SVN      2005            8802      9355     18157
SVN      2006            9170      9762     18932
SVN      2007            9671     10152     19823
SVN      2008           10691     11126     21817
SVN      2009           10547     11309     21856
SVN      2010           10839     11504     22343
SVN      2011           10699     11248     21947
SVN      2012           10619     11319     21938
SVN      2013           10307     10804     21111
SVN      2014           10237     10928     21165
SVN      2015           10035     10606     20641
SVN      2016            9979     10366     20345
SVN      2017            9758     10483     20241
SVN      2018            9428     10157     19585
SVN      2019            9351      9977     19328
SWE      1749           29382     30101     59483
SWE      1750           31692     32819     64511
SWE      1751           34028     35263     69291
SWE      1752           31795     33178     64973
SWE      1753           32248     33759     66007
SWE      1754           33757     35002     68759
SWE      1755           34198     35810     70008
SWE      1756           33388     34599     67987
SWE      1757           29967     31708     61675
SWE      1758           30845     32417     63262
SWE      1759           31049     32816     63865
SWE      1760           33691     34693     68384
SWE      1761           32819     34505     67324
SWE      1762           33378     34890     68268
SWE      1763           33308     34923     68231
SWE      1764           33136     34852     67988
SWE      1765           32060     33812     65872
SWE      1766           32859     34202     67061
SWE      1767           34608     36136     70744
SWE      1768           33061     34658     67719
SWE      1769           32891     34063     66954
SWE      1770           32864     34308     67172
SWE      1771           32267     33721     65988
SWE      1772           28832     30140     58972
